subject,months,memory,vocab,item,rt,correct,sentence,connective,position,order,age
1,48,18,62,15,0.749944,0,AI,after,initial,zchronological,preschool
1,48,18,62,16,1.19359,1,AI,after,initial,zchronological,preschool
1,48,18,62,31,1.202418,0,AI,after,initial,zchronological,preschool
1,48,18,62,32,1.239743,1,AI,after,initial,zchronological,preschool
1,48,18,62,47,1.308379,1,AI,after,initial,zchronological,preschool
1,48,18,62,48,1.342217,0,AI,after,initial,zchronological,preschool
1,48,18,62,63,1.123031,0,AI,after,initial,zchronological,preschool
1,48,18,62,64,1.528118,1,AI,after,initial,zchronological,preschool
1,48,18,62,13,0.883515,0,BI,zbefore,initial,reverse,preschool
1,48,18,62,14,2.881334,0,BI,zbefore,initial,reverse,preschool
1,48,18,62,29,0.610206,1,BI,zbefore,initial,reverse,preschool
1,48,18,62,30,0.718591,0,BI,zbefore,initial,reverse,preschool
1,48,18,62,45,1.53878,0,BI,zbefore,initial,reverse,preschool
1,48,18,62,46,1.29236,0,BI,zbefore,initial,reverse,preschool
1,48,18,62,61,2.169559,1,BI,zbefore,initial,reverse,preschool
1,48,18,62,62,1.398905,1,BI,zbefore,initial,reverse,preschool
1,48,18,62,11,1.360566,1,AM,after,zmedial,reverse,preschool
1,48,18,62,12,1.48898,0,AM,after,zmedial,reverse,preschool
1,48,18,62,27,1.241492,0,AM,after,zmedial,reverse,preschool
1,48,18,62,28,0.848606,1,AM,after,zmedial,reverse,preschool
1,48,18,62,43,1.329034,1,AM,after,zmedial,reverse,preschool
1,48,18,62,44,1.146525,1,AM,after,zmedial,reverse,preschool
1,48,18,62,59,1.201961,1,AM,after,zmedial,reverse,preschool
1,48,18,62,60,1.05121,1,AM,after,zmedial,reverse,preschool
1,48,18,62,9,0.813528,1,BM,zbefore,zmedial,zchronological,preschool
1,48,18,62,10,1.315295,0,BM,zbefore,zmedial,zchronological,preschool
1,48,18,62,25,2.470958,0,BM,zbefore,zmedial,zchronological,preschool
1,48,18,62,26,1.305253,1,BM,zbefore,zmedial,zchronological,preschool
1,48,18,62,41,1.328391,1,BM,zbefore,zmedial,zchronological,preschool
1,48,18,62,42,1.418415,1,BM,zbefore,zmedial,zchronological,preschool
1,48,18,62,57,1.069708,0,BM,zbefore,zmedial,zchronological,preschool
1,48,18,62,58,1.915312,0,BM,zbefore,zmedial,zchronological,preschool
2,44,22,57,1,16.695969,1,AI,after,initial,zchronological,preschool
2,44,22,57,2,5.37266,1,AI,after,initial,zchronological,preschool
2,44,22,57,17,15.912177,1,AI,after,initial,zchronological,preschool
2,44,22,57,18,21.717185,1,AI,after,initial,zchronological,preschool
2,44,22,57,21,3.021096,1,AI,after,initial,zchronological,preschool
2,44,22,57,22,16.96214,1,AI,after,initial,zchronological,preschool
2,44,22,57,53,15.088915,0,AI,after,initial,zchronological,preschool
2,44,22,57,54,2.287347,1,AI,after,initial,zchronological,preschool
2,44,22,57,3,18.382413,1,BI,zbefore,initial,reverse,preschool
2,44,22,57,4,4.849497,1,BI,zbefore,initial,reverse,preschool
2,44,22,57,19,14.13252,1,BI,zbefore,initial,reverse,preschool
2,44,22,57,20,5.541743,1,BI,zbefore,initial,reverse,preschool
2,44,22,57,23,22.674034,0,BI,zbefore,initial,reverse,preschool
2,44,22,57,24,3.145187,1,BI,zbefore,initial,reverse,preschool
2,44,22,57,55,12.490438,1,BI,zbefore,initial,reverse,preschool
2,44,22,57,56,8.463285,1,BI,zbefore,initial,reverse,preschool
2,44,22,57,15,13.635187,1,AM,after,zmedial,reverse,preschool
2,44,22,57,16,5.008769,0,AM,after,zmedial,reverse,preschool
2,44,22,57,31,12.762916,0,AM,after,zmedial,reverse,preschool
2,44,22,57,32,4.520423,1,AM,after,zmedial,reverse,preschool
2,44,22,57,33,21.909157,0,AM,after,zmedial,reverse,preschool
2,44,22,57,34,9.801753,1,AM,after,zmedial,reverse,preschool
2,44,22,57,49,25.652975,1,AM,after,zmedial,reverse,preschool
2,44,22,57,50,10.5202,1,AM,after,zmedial,reverse,preschool
2,44,22,57,13,22.895942,0,BM,zbefore,zmedial,zchronological,preschool
2,44,22,57,14,2.281197,1,BM,zbefore,zmedial,zchronological,preschool
2,44,22,57,19,10.112818,1,BM,zbefore,zmedial,zchronological,preschool
2,44,22,57,20,5.518139,0,BM,zbefore,zmedial,zchronological,preschool
2,44,22,57,29,5.568138,1,BM,zbefore,zmedial,zchronological,preschool
2,44,22,57,30,12.180227,0,BM,zbefore,zmedial,zchronological,preschool
2,44,22,57,51,13.669086,0,BM,zbefore,zmedial,zchronological,preschool
2,44,22,57,52,13.395405,1,BM,zbefore,zmedial,zchronological,preschool
3,45,17,67,5,1.373075,0,AI,after,initial,zchronological,preschool
3,45,17,67,6,0.835499,1,AI,after,initial,zchronological,preschool
3,45,17,67,21,1.978877,0,AI,after,initial,zchronological,preschool
3,45,17,67,22,1.042636,1,AI,after,initial,zchronological,preschool
3,45,17,67,37,6.088035,1,AI,after,initial,zchronological,preschool
3,45,17,67,38,1.251906,1,AI,after,initial,zchronological,preschool
3,45,17,67,53,2.218358,1,AI,after,initial,zchronological,preschool
3,45,17,67,54,3.097116,0,AI,after,initial,zchronological,preschool
3,45,17,67,7,1.952906,0,BI,zbefore,initial,reverse,preschool
3,45,17,67,8,1.639831,0,BI,zbefore,initial,reverse,preschool
3,45,17,67,23,1.888019,0,BI,zbefore,initial,reverse,preschool
3,45,17,67,24,1.103088,0,BI,zbefore,initial,reverse,preschool
3,45,17,67,39,1.828343,1,BI,zbefore,initial,reverse,preschool
3,45,17,67,40,1.688453,0,BI,zbefore,initial,reverse,preschool
3,45,17,67,55,2.162493,0,BI,zbefore,initial,reverse,preschool
3,45,17,67,56,2.126541,0,BI,zbefore,initial,reverse,preschool
3,45,17,67,1,4.027612,1,AM,after,zmedial,reverse,preschool
3,45,17,67,2,2.758076,0,AM,after,zmedial,reverse,preschool
3,45,17,67,17,1.746389,1,AM,after,zmedial,reverse,preschool
3,45,17,67,18,1.751956,1,AM,after,zmedial,reverse,preschool
3,45,17,67,33,3.049541,0,AM,after,zmedial,reverse,preschool
3,45,17,67,34,3.019818,1,AM,after,zmedial,reverse,preschool
3,45,17,67,49,0.959776,1,AM,after,zmedial,reverse,preschool
3,45,17,67,50,3.928788,1,AM,after,zmedial,reverse,preschool
3,45,17,67,3,1.279461,0,BM,zbefore,zmedial,zchronological,preschool
3,45,17,67,4,9.586614,1,BM,zbefore,zmedial,zchronological,preschool
3,45,17,67,19,5.550525,1,BM,zbefore,zmedial,zchronological,preschool
3,45,17,67,20,4.124509,0,BM,zbefore,zmedial,zchronological,preschool
3,45,17,67,35,2.971414,1,BM,zbefore,zmedial,zchronological,preschool
3,45,17,67,36,2.036184,1,BM,zbefore,zmedial,zchronological,preschool
3,45,17,67,51,3.478863,1,BM,zbefore,zmedial,zchronological,preschool
3,45,17,67,52,1.961586,1,BM,zbefore,zmedial,zchronological,preschool
4,47,21,64,9,1.499371,1,AI,after,initial,zchronological,preschool
4,47,21,64,10,2.50467,1,AI,after,initial,zchronological,preschool
4,47,21,64,25,1.602816,0,AI,after,initial,zchronological,preschool
4,47,21,64,26,2.270744,1,AI,after,initial,zchronological,preschool
4,47,21,64,41,0.977066,1,AI,after,initial,zchronological,preschool
4,47,21,64,42,2.147133,1,AI,after,initial,zchronological,preschool
4,47,21,64,57,2.076789,0,AI,after,initial,zchronological,preschool
4,47,21,64,58,2.619513,1,AI,after,initial,zchronological,preschool
4,47,21,64,11,1.711415,0,BI,zbefore,initial,reverse,preschool
4,47,21,64,12,5.05124,1,BI,zbefore,initial,reverse,preschool
4,47,21,64,27,4.685323,1,BI,zbefore,initial,reverse,preschool
4,47,21,64,28,2.438555,0,BI,zbefore,initial,reverse,preschool
4,47,21,64,43,2.623575,0,BI,zbefore,initial,reverse,preschool
4,47,21,64,44,3.628778,0,BI,zbefore,initial,reverse,preschool
4,47,21,64,59,3.388507,0,BI,zbefore,initial,reverse,preschool
4,47,21,64,60,4.118109,1,BI,zbefore,initial,reverse,preschool
4,47,21,64,5,3.4648,1,AM,after,zmedial,reverse,preschool
4,47,21,64,6,1.955699,0,AM,after,zmedial,reverse,preschool
4,47,21,64,21,1.992421,1,AM,after,zmedial,reverse,preschool
4,47,21,64,22,3.34621,1,AM,after,zmedial,reverse,preschool
4,47,21,64,37,0.829934,1,AM,after,zmedial,reverse,preschool
4,47,21,64,38,1.956201,1,AM,after,zmedial,reverse,preschool
4,47,21,64,53,2.314069,0,AM,after,zmedial,reverse,preschool
4,47,21,64,54,2.930788,1,AM,after,zmedial,reverse,preschool
4,47,21,64,7,0.130822,1,BM,zbefore,zmedial,zchronological,preschool
4,47,21,64,8,2.891183,1,BM,zbefore,zmedial,zchronological,preschool
4,47,21,64,23,3.001397,0,BM,zbefore,zmedial,zchronological,preschool
4,47,21,64,24,1.999294,1,BM,zbefore,zmedial,zchronological,preschool
4,47,21,64,39,2.318067,0,BM,zbefore,zmedial,zchronological,preschool
4,47,21,64,40,4.889816,0,BM,zbefore,zmedial,zchronological,preschool
4,47,21,64,55,5.083071,1,BM,zbefore,zmedial,zchronological,preschool
4,47,21,64,56,3.118895,1,BM,zbefore,zmedial,zchronological,preschool
5,50,15,54,15,13.96985,1,AI,after,initial,zchronological,preschool
5,50,15,54,16,9.888742,1,AI,after,initial,zchronological,preschool
5,50,15,54,31,10.418598,0,AI,after,initial,zchronological,preschool
5,50,15,54,32,6.898123,1,AI,after,initial,zchronological,preschool
5,50,15,54,45,24.479924,1,AI,after,initial,zchronological,preschool
5,50,15,54,61,3.539677,1,AI,after,initial,zchronological,preschool
5,50,15,54,62,5.080056,1,AI,after,initial,zchronological,preschool
5,50,15,54,13,6.657797,1,BI,zbefore,initial,reverse,preschool
5,50,15,54,14,11.024515,1,BI,zbefore,initial,reverse,preschool
5,50,15,54,29,9.949903,1,BI,zbefore,initial,reverse,preschool
5,50,15,54,30,21.300187,0,BI,zbefore,initial,reverse,preschool
5,50,15,54,46,4.813712,1,AI,after,initial,zchronological,preschool
5,50,15,54,47,19.434238,1,BI,zbefore,initial,reverse,preschool
5,50,15,54,48,21.741334,1,BI,zbefore,initial,reverse,preschool
5,50,15,54,63,36.54162,1,BI,zbefore,initial,reverse,preschool
5,50,15,54,64,9.13329,1,BI,zbefore,initial,reverse,preschool
5,50,15,54,11,9.969087,0,AM,after,zmedial,reverse,preschool
5,50,15,54,12,2.378373,0,AM,after,zmedial,reverse,preschool
5,50,15,54,27,26.159756,0,AM,after,zmedial,reverse,preschool
5,50,15,54,28,12.355459,1,AM,after,zmedial,reverse,preschool
5,50,15,54,43,9.283985,0,AM,after,zmedial,reverse,preschool
5,50,15,54,44,4.015065,0,AM,after,zmedial,reverse,preschool
5,50,15,54,59,4.144097,0,AM,after,zmedial,reverse,preschool
5,50,15,54,60,26.788491,0,AM,after,zmedial,reverse,preschool
5,50,15,54,9,10.33498,1,BM,zbefore,zmedial,zchronological,preschool
5,50,15,54,10,4.411218,1,BM,zbefore,zmedial,zchronological,preschool
5,50,15,54,25,6.347786,0,BM,zbefore,zmedial,zchronological,preschool
5,50,15,54,26,19.364621,1,BM,zbefore,zmedial,zchronological,preschool
5,50,15,54,41,4.118965,1,BM,zbefore,zmedial,zchronological,preschool
5,50,15,54,42,14.392256,1,BM,zbefore,zmedial,zchronological,preschool
5,50,15,54,57,10.650603,0,BM,zbefore,zmedial,zchronological,preschool
5,50,15,54,58,7.274541,0,BM,zbefore,zmedial,zchronological,preschool
6,44,20,76,15,21.24759,1,AI,after,initial,zchronological,preschool
6,44,20,76,16,15.85701,1,AI,after,initial,zchronological,preschool
6,44,20,76,31,20.457174,1,AI,after,initial,zchronological,preschool
6,44,20,76,32,13.748182,1,AI,after,initial,zchronological,preschool
6,44,20,76,47,7.556749,1,AI,after,initial,zchronological,preschool
6,44,20,76,48,8.09537,0,AI,after,initial,zchronological,preschool
6,44,20,76,63,5.497564,1,AI,after,initial,zchronological,preschool
6,44,20,76,64,4.116849,0,AI,after,initial,zchronological,preschool
6,44,20,76,13,12.854525,0,BI,zbefore,initial,reverse,preschool
6,44,20,76,14,23.940433,0,BI,zbefore,initial,reverse,preschool
6,44,20,76,29,11.730395,0,BI,zbefore,initial,reverse,preschool
6,44,20,76,30,16.947433,0,BI,zbefore,initial,reverse,preschool
6,44,20,76,45,18.613834,1,BI,zbefore,initial,reverse,preschool
6,44,20,76,46,13.862601,0,BI,zbefore,initial,reverse,preschool
6,44,20,76,61,12.142891,1,BI,zbefore,initial,reverse,preschool
6,44,20,76,62,12.367139,0,BI,zbefore,initial,reverse,preschool
6,44,20,76,11,7.158131,1,AM,after,zmedial,reverse,preschool
6,44,20,76,12,14.988227,0,AM,after,zmedial,reverse,preschool
6,44,20,76,27,18.625521,0,AM,after,zmedial,reverse,preschool
6,44,20,76,28,11.491231,0,AM,after,zmedial,reverse,preschool
6,44,20,76,43,16.186244,1,AM,after,zmedial,reverse,preschool
6,44,20,76,44,4.793338,1,AM,after,zmedial,reverse,preschool
6,44,20,76,59,13.986729,0,AM,after,zmedial,reverse,preschool
6,44,20,76,60,7.972431,0,AM,after,zmedial,reverse,preschool
6,44,20,76,9,13.46045,0,BM,zbefore,zmedial,zchronological,preschool
6,44,20,76,10,11.819711,0,BM,zbefore,zmedial,zchronological,preschool
6,44,20,76,25,10.177146,1,BM,zbefore,zmedial,zchronological,preschool
6,44,20,76,26,9.224826,1,BM,zbefore,zmedial,zchronological,preschool
6,44,20,76,41,21.035346,1,BM,zbefore,zmedial,zchronological,preschool
6,44,20,76,42,15.39003,1,BM,zbefore,zmedial,zchronological,preschool
6,44,20,76,57,12.962282,1,BM,zbefore,zmedial,zchronological,preschool
6,44,20,76,58,9.249303,1,BM,zbefore,zmedial,zchronological,preschool
7,46,17,67,1,3.741124,1,AI,after,initial,zchronological,preschool
7,46,17,67,2,5.33295,0,AI,after,initial,zchronological,preschool
7,46,17,67,17,3.415761,0,AI,after,initial,zchronological,preschool
7,46,17,67,18,8.860219,1,AI,after,initial,zchronological,preschool
7,46,17,67,37,9.918848,0,AI,after,initial,zchronological,preschool
7,46,17,67,38,11.137874,1,AI,after,initial,zchronological,preschool
7,46,17,67,53,1.599333,1,AI,after,initial,zchronological,preschool
7,46,17,67,54,2.841295,1,AI,after,initial,zchronological,preschool
7,46,17,67,3,3.127361,1,BI,zbefore,initial,reverse,preschool
7,46,17,67,19,2.734117,0,BI,zbefore,initial,reverse,preschool
7,46,17,67,39,1.636238,1,BI,zbefore,initial,reverse,preschool
7,46,17,67,40,1.096948,0,BI,zbefore,initial,reverse,preschool
7,46,17,67,55,7.885462,1,BI,zbefore,initial,reverse,preschool
7,46,17,67,56,1.147447,1,BI,zbefore,initial,reverse,preschool
7,46,17,67,15,5.703714,1,AM,after,zmedial,reverse,preschool
7,46,17,67,16,6.305191,1,AM,after,zmedial,reverse,preschool
7,46,17,67,31,1.741756,1,AM,after,zmedial,reverse,preschool
7,46,17,67,32,2.462697,0,AM,after,zmedial,reverse,preschool
7,46,17,67,33,2.208103,0,AM,after,zmedial,reverse,preschool
7,46,17,67,34,1.794985,1,AM,after,zmedial,reverse,preschool
7,46,17,67,49,2.15929,1,AM,after,zmedial,reverse,preschool
7,46,17,67,50,1.472017,1,AM,after,zmedial,reverse,preschool
7,46,17,67,13,1.842754,0,BI,zbefore,initial,reverse,preschool
7,46,17,67,14,1.961493,0,BI,zbefore,initial,reverse,preschool
7,46,17,67,19,4.020406,0,BM,zbefore,zmedial,zchronological,preschool
7,46,17,67,20,2.014568,0,BM,zbefore,zmedial,zchronological,preschool
7,46,17,67,29,2.754692,1,BM,zbefore,zmedial,zchronological,preschool
7,46,17,67,30,2.003413,1,BM,zbefore,zmedial,zchronological,preschool
7,46,17,67,35,1.449658,0,BM,zbefore,zmedial,zchronological,preschool
7,46,17,67,36,1.710751,0,BM,zbefore,zmedial,zchronological,preschool
7,46,17,67,51,1.425106,0,BM,zbefore,zmedial,zchronological,preschool
7,46,17,67,52,4.678897,1,BM,zbefore,zmedial,zchronological,preschool
8,47,20,78,5,18.674581,0,AI,after,initial,zchronological,preschool
8,47,20,78,6,14.885304,0,AI,after,initial,zchronological,preschool
8,47,20,78,21,1.563021,0,AI,after,initial,zchronological,preschool
8,47,20,78,22,14.384899,0,AI,after,initial,zchronological,preschool
8,47,20,78,37,14.794139,1,AI,after,initial,zchronological,preschool
8,47,20,78,38,2.505695,0,AI,after,initial,zchronological,preschool
8,47,20,78,53,6.330613,0,AI,after,initial,zchronological,preschool
8,47,20,78,54,13.146806,0,AI,after,initial,zchronological,preschool
8,47,20,78,7,11.925603,1,BI,zbefore,initial,reverse,preschool
8,47,20,78,8,13.600772,0,BI,zbefore,initial,reverse,preschool
8,47,20,78,23,7.512389,0,BI,zbefore,initial,reverse,preschool
8,47,20,78,24,0.869685,0,BI,zbefore,initial,reverse,preschool
8,47,20,78,39,17.01387,0,BI,zbefore,initial,reverse,preschool
8,47,20,78,40,14.514364,1,BI,zbefore,initial,reverse,preschool
8,47,20,78,55,12.902598,0,BI,zbefore,initial,reverse,preschool
8,47,20,78,56,9.596807,1,BI,zbefore,initial,reverse,preschool
8,47,20,78,1,8.198889,1,AM,after,zmedial,reverse,preschool
8,47,20,78,2,11.358382,0,AM,after,zmedial,reverse,preschool
8,47,20,78,17,30.187122,1,AM,after,zmedial,reverse,preschool
8,47,20,78,18,5.633009,0,AM,after,zmedial,reverse,preschool
8,47,20,78,33,11.275319,0,AM,after,zmedial,reverse,preschool
8,47,20,78,34,14.732402,1,AM,after,zmedial,reverse,preschool
8,47,20,78,49,22.164848,0,AM,after,zmedial,reverse,preschool
8,47,20,78,50,1.202224,1,AM,after,zmedial,reverse,preschool
8,47,20,78,3,15.39772,0,BM,zbefore,zmedial,zchronological,preschool
8,47,20,78,4,10.403205,0,BM,zbefore,zmedial,zchronological,preschool
8,47,20,78,19,16.862626,0,BM,zbefore,zmedial,zchronological,preschool
8,47,20,78,20,0.307011,1,BM,zbefore,zmedial,zchronological,preschool
8,47,20,78,35,14.812678,1,BM,zbefore,zmedial,zchronological,preschool
8,47,20,78,36,14.2328,1,BM,zbefore,zmedial,zchronological,preschool
8,47,20,78,51,10.250469,1,BM,zbefore,zmedial,zchronological,preschool
8,47,20,78,52,4.992372,1,BM,zbefore,zmedial,zchronological,preschool
9,54,23,58,15,2.766339,0,AI,after,initial,zchronological,preschool
9,54,23,58,16,3.853196,1,AI,after,initial,zchronological,preschool
9,54,23,58,31,2.923347,0,AI,after,initial,zchronological,preschool
9,54,23,58,32,7.423535,0,AI,after,initial,zchronological,preschool
9,54,23,58,47,1.109074,1,AI,after,initial,zchronological,preschool
9,54,23,58,48,11.159148,1,AI,after,initial,zchronological,preschool
9,54,23,58,63,3.342058,0,AI,after,initial,zchronological,preschool
9,54,23,58,64,5.084516,1,AI,after,initial,zchronological,preschool
9,54,23,58,13,3.221566,1,BI,zbefore,initial,reverse,preschool
9,54,23,58,14,3.625574,0,BI,zbefore,initial,reverse,preschool
9,54,23,58,29,5.696479,0,BI,zbefore,initial,reverse,preschool
9,54,23,58,30,8.230831,1,BI,zbefore,initial,reverse,preschool
9,54,23,58,45,2.124113,0,BI,zbefore,initial,reverse,preschool
9,54,23,58,46,2.114034,1,BI,zbefore,initial,reverse,preschool
9,54,23,58,61,2.366859,1,BI,zbefore,initial,reverse,preschool
9,54,23,58,62,0.686562,1,BI,zbefore,initial,reverse,preschool
9,54,23,58,11,8.427977,1,AM,after,zmedial,reverse,preschool
9,54,23,58,12,3.319472,1,AM,after,zmedial,reverse,preschool
9,54,23,58,27,3.742346,0,AM,after,zmedial,reverse,preschool
9,54,23,58,28,4.074497,1,AM,after,zmedial,reverse,preschool
9,54,23,58,43,5.049735,0,AM,after,zmedial,reverse,preschool
9,54,23,58,44,3.364548,0,AM,after,zmedial,reverse,preschool
9,54,23,58,59,0.64351,0,AM,after,zmedial,reverse,preschool
9,54,23,58,60,4.146659,1,AM,after,zmedial,reverse,preschool
9,54,23,58,9,6.371474,1,BM,zbefore,zmedial,zchronological,preschool
9,54,23,58,10,10.536717,0,BM,zbefore,zmedial,zchronological,preschool
9,54,23,58,25,5.408348,0,BM,zbefore,zmedial,zchronological,preschool
9,54,23,58,26,6.136882,1,BM,zbefore,zmedial,zchronological,preschool
9,54,23,58,41,1.933521,0,BM,zbefore,zmedial,zchronological,preschool
9,54,23,58,42,2.333247,0,BM,zbefore,zmedial,zchronological,preschool
9,54,23,58,57,0.861796,1,BM,zbefore,zmedial,zchronological,preschool
9,54,23,58,58,2.825508,1,BM,zbefore,zmedial,zchronological,preschool
10,52,21,64,1,1.696509,0,AI,after,initial,zchronological,preschool
10,52,21,64,2,3.3203,1,AI,after,initial,zchronological,preschool
10,52,21,64,17,0.74197,1,AI,after,initial,zchronological,preschool
10,52,21,64,18,2.149585,1,AI,after,initial,zchronological,preschool
10,52,21,64,33,5.062185,1,AI,after,initial,zchronological,preschool
10,52,21,64,34,3.294571,1,AI,after,initial,zchronological,preschool
10,52,21,64,49,1.344679,1,AI,after,initial,zchronological,preschool
10,52,21,64,50,0.93126,0,AI,after,initial,zchronological,preschool
10,52,21,64,3,1.815602,0,BI,zbefore,initial,reverse,preschool
10,52,21,64,4,0.836964,0,BI,zbefore,initial,reverse,preschool
10,52,21,64,19,1.040447,0,BI,zbefore,initial,reverse,preschool
10,52,21,64,20,0.804469,0,BI,zbefore,initial,reverse,preschool
10,52,21,64,35,1.78085,0,BI,zbefore,initial,reverse,preschool
10,52,21,64,36,1.395708,0,BI,zbefore,initial,reverse,preschool
10,52,21,64,51,0.86402,0,BI,zbefore,initial,reverse,preschool
10,52,21,64,52,1.434495,0,BI,zbefore,initial,reverse,preschool
10,52,21,64,15,0.250386,0,AM,after,zmedial,reverse,preschool
10,52,21,64,16,8.994751,0,AM,after,zmedial,reverse,preschool
10,52,21,64,31,0.874446,0,AM,after,zmedial,reverse,preschool
10,52,21,64,32,1.443585,1,AM,after,zmedial,reverse,preschool
10,52,21,64,47,7.083031,0,AM,after,zmedial,reverse,preschool
10,52,21,64,48,6.844121,1,AM,after,zmedial,reverse,preschool
10,52,21,64,63,2.15825,0,AM,after,zmedial,reverse,preschool
10,52,21,64,64,0.896958,0,AM,after,zmedial,reverse,preschool
10,52,21,64,13,1.627237,1,BM,zbefore,zmedial,zchronological,preschool
10,52,21,64,14,1.336435,0,BM,zbefore,zmedial,zchronological,preschool
10,52,21,64,29,0.083337,0,BM,zbefore,zmedial,zchronological,preschool
10,52,21,64,30,2.409019,0,BM,zbefore,zmedial,zchronological,preschool
10,52,21,64,45,5.004808,1,BM,zbefore,zmedial,zchronological,preschool
10,52,21,64,46,1.914278,1,BM,zbefore,zmedial,zchronological,preschool
10,52,21,64,61,1.904836,1,BM,zbefore,zmedial,zchronological,preschool
10,52,21,64,62,1.655585,1,BM,zbefore,zmedial,zchronological,preschool
11,44,13,56,5,13.941903,1,AI,after,initial,zchronological,preschool
11,44,13,56,6,9.874666,1,AI,after,initial,zchronological,preschool
11,44,13,56,21,21.354753,1,AI,after,initial,zchronological,preschool
11,44,13,56,22,1.755334,0,AI,after,initial,zchronological,preschool
11,44,13,56,37,17.837308,1,AI,after,initial,zchronological,preschool
11,44,13,56,38,19.434277,0,AI,after,initial,zchronological,preschool
11,44,13,56,53,11.718383,1,AI,after,initial,zchronological,preschool
11,44,13,56,54,20.476887,1,AI,after,initial,zchronological,preschool
11,44,13,56,7,4.126255,1,BI,zbefore,initial,reverse,preschool
11,44,13,56,8,15.173872,1,BI,zbefore,initial,reverse,preschool
11,44,13,56,23,12.214945,1,BI,zbefore,initial,reverse,preschool
11,44,13,56,24,33.416038,1,BI,zbefore,initial,reverse,preschool
11,44,13,56,39,14.078572,1,BI,zbefore,initial,reverse,preschool
11,44,13,56,40,15.06783,1,BI,zbefore,initial,reverse,preschool
11,44,13,56,55,9.005063,0,BI,zbefore,initial,reverse,preschool
11,44,13,56,56,10.555975,1,BI,zbefore,initial,reverse,preschool
11,44,13,56,1,7.479676,0,AM,after,zmedial,reverse,preschool
11,44,13,56,2,8.144772,1,AM,after,zmedial,reverse,preschool
11,44,13,56,17,7.130122,0,AM,after,zmedial,reverse,preschool
11,44,13,56,18,15.39679,0,AM,after,zmedial,reverse,preschool
11,44,13,56,33,13.11993,1,AM,after,zmedial,reverse,preschool
11,44,13,56,34,8.07592,1,AM,after,zmedial,reverse,preschool
11,44,13,56,49,18.074328,0,AM,after,zmedial,reverse,preschool
11,44,13,56,50,20.057013,1,AM,after,zmedial,reverse,preschool
11,44,13,56,3,18.122285,1,BM,zbefore,zmedial,zchronological,preschool
11,44,13,56,4,12.249732,0,BM,zbefore,zmedial,zchronological,preschool
11,44,13,56,19,27.57783,1,BM,zbefore,zmedial,zchronological,preschool
11,44,13,56,20,3.210728,1,BM,zbefore,zmedial,zchronological,preschool
11,44,13,56,35,11.137892,1,BM,zbefore,zmedial,zchronological,preschool
11,44,13,56,36,6.387596,1,BM,zbefore,zmedial,zchronological,preschool
11,44,13,56,51,14.982183,1,BM,zbefore,zmedial,zchronological,preschool
11,44,13,56,52,7.819602,1,BM,zbefore,zmedial,zchronological,preschool
12,47,17,60,9,7.334505,0,AI,after,initial,zchronological,preschool
12,47,17,60,10,17.146205,0,AI,after,initial,zchronological,preschool
12,47,17,60,25,14.604002,1,AI,after,initial,zchronological,preschool
12,47,17,60,26,8.078484,0,AI,after,initial,zchronological,preschool
12,47,17,60,41,6.165379,0,AI,after,initial,zchronological,preschool
12,47,17,60,42,7.10316,0,AI,after,initial,zchronological,preschool
12,47,17,60,57,10.516717,1,AI,after,initial,zchronological,preschool
12,47,17,60,58,11.935845,1,AI,after,initial,zchronological,preschool
12,47,17,60,11,16.449125,0,BI,zbefore,initial,reverse,preschool
12,47,17,60,12,8.714171,0,BI,zbefore,initial,reverse,preschool
12,47,17,60,27,11.432141,0,BI,zbefore,initial,reverse,preschool
12,47,17,60,28,17.514973,0,BI,zbefore,initial,reverse,preschool
12,47,17,60,43,12.24655,0,BI,zbefore,initial,reverse,preschool
12,47,17,60,44,22.504434,0,BI,zbefore,initial,reverse,preschool
12,47,17,60,59,2.443392,1,BI,zbefore,initial,reverse,preschool
12,47,17,60,60,10.638463,0,BI,zbefore,initial,reverse,preschool
12,47,17,60,5,3.569817,0,AM,after,zmedial,reverse,preschool
12,47,17,60,6,11.339989,0,AM,after,zmedial,reverse,preschool
12,47,17,60,21,9.173183,0,AM,after,zmedial,reverse,preschool
12,47,17,60,22,15.989202,0,AM,after,zmedial,reverse,preschool
12,47,17,60,37,5.229353,1,AM,after,zmedial,reverse,preschool
12,47,17,60,38,15.471728,0,AM,after,zmedial,reverse,preschool
12,47,17,60,53,13.282105,1,AM,after,zmedial,reverse,preschool
12,47,17,60,54,25.198376,0,AM,after,zmedial,reverse,preschool
12,47,17,60,7,11.298905,1,BM,zbefore,zmedial,zchronological,preschool
12,47,17,60,8,9.182564,1,BM,zbefore,zmedial,zchronological,preschool
12,47,17,60,23,10.386289,0,BM,zbefore,zmedial,zchronological,preschool
12,47,17,60,24,9.401132,0,BM,zbefore,zmedial,zchronological,preschool
12,47,17,60,39,3.353299,1,BM,zbefore,zmedial,zchronological,preschool
12,47,17,60,40,13.402739,1,BM,zbefore,zmedial,zchronological,preschool
12,47,17,60,55,25.133929,1,BM,zbefore,zmedial,zchronological,preschool
12,47,17,60,56,6.323342,1,BM,zbefore,zmedial,zchronological,preschool
13,53,16,57,13,1.653415,1,AI,after,initial,zchronological,preschool
13,53,16,57,14,17.74407,1,AI,after,initial,zchronological,preschool
13,53,16,57,29,0.90623,1,AI,after,initial,zchronological,preschool
13,53,16,57,30,11.276011,0,AI,after,initial,zchronological,preschool
